prevailing_wage,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,has_job_experience_Y,requires_job_training_Y,no_of_employees_Medium_Sized(2500-7500employees),no_of_employees_Large_Sized(>75000employees),yr_of_estab_Newer_Estab(>1990),region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Not_Hourly,full_time_position_Y
24968.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
115801.09,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
13943.1708,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
34705.4916,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6128.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
112655.02,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
135250.42,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
132240.65,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
65376.07,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
111254.68,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
94830.46,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
232227.33,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
125246.83,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
36028.54,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
238691.32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
34168.31,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
91290.38,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
83239.29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
62586.7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
29260.86,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
84716.62,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
54424.62,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
16551.46,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
42321.96,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
820.1232,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
104457.29,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
69113.96,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
66711.21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
25512.46,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
20687.36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
97325.13,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
120371.72,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
51610.24,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
96146.09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
220448.17,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
23272.21,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
106937.84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
37069.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
98331.32,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3683.43,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
196668.77,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
69228.82,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
33645.87,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
109700.58,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
30668.32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
99753.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
68751.19,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
111724.66,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
11813.1728,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
86133.77,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
43754.7,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
67492.78,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
48943.43,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
49256.63,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
112853.73,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
144312.48,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
93506.62,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
198752.64,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
18476.27,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
97353.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
152912.99,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
50067.16,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
85495.84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
19525.49,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
32506.14,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
197452.18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
45850.33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
53519.51,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
142325.74,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
74603.2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
124317.33,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
323.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
73225.28,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
101949.05,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
107875.51,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
68683.19,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
137985.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
35868.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21976.68,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
79840.12,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
99201.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
64084.23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
123519.71,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
11287.42,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
45261.26,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
112831.03,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
113927.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
103200.45,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
33049.76,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
113911.27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
197676.15,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
15252.3904,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
10735.8992,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
157199.78,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
81806.42,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
100969.89,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
59533.78,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
27345.68,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
26459.67,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
65681.0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
12367.86,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
15454.1296,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
79380.0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
108989.75,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
56188.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
188992.63,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
42657.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
94230.51,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
20141.7,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
18679.63,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
27280.53,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
15579.6212,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
102915.07,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
230750.48,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
5250.96,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
113440.66,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
28470.535600000003,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
31023.47,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
95886.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
21382.6652,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
129450.64,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
69068.26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
27132.34,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
72239.48,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
88925.59,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
67086.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
83824.94,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
23649.64,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
118922.84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
5419.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
114790.58,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
170188.95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1857.39,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
122859.37,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
86901.23,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
78096.9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
78402.72,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
22784.52,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
62656.12,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
124439.76,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
72354.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
43147.38,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
12930.2316,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
235339.91,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
41696.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
92071.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
46080.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
172504.71,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
40926.81,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
95560.45,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
115034.46,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
28280.53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
36979.16,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
10057.24,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
71977.54,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
27656.02,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
50293.83,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
143415.79,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
37830.16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
90094.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
23389.53,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
88698.51,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
43697.94,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
81724.72,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
89443.72,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
28237.13,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1
165219.14,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
24496.71,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
67959.42,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
27471.41,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
132453.43,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
137179.34,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
161738.67,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
78673.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
75960.46,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
33630.82,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
64422.65,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
52988.17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
27094.002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
232680.65,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
102169.61,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1
92218.76,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
125925.71,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0
24197.92,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
97931.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
61744.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
92549.52,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
23128.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
10793.45,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
138190.15,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
43881.65,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
98263.2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
25114.1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
23945.38,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
19311.82,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
144869.09,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
63512.57,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
76452.7,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
41362.906,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
66972.41,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
256261.78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
85004.99,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
98124.95,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
13241.64,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
29786.780400000003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19838.51,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
95018.17,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
162988.12,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
131023.37,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
55076.16,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
82450.68,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
133468.58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
40900.3816,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
59136.13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
105987.07,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
13126.36,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
73896.5,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
26374.66,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
108888.49,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
128167.33,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
37688.62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
66092.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
34249.67,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
99671.66,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
52654.73,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
104068.77,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
82793.8,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
130636.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
90951.06,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
30531.03,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
49122.07,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
126935.9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
79576.59,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
206970.67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
53077.88,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
43231.47,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
7777.55,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
262189.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
90881.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
119767.22,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
53669.98,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
133170.7,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
16361.2436,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
21853.74,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
117998.47,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11404.58,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
122141.55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
153372.73,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
103847.9,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
82553.13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
27790.82,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
97466.91,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
57972.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
130563.12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
35504.93,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
109604.4,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
7439.91,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
80604.66,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
68564.85,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
25942.03,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
70445.67,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
60158.59,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1
101026.39,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
149452.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
110382.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
44040.11,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
62328.16,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
37049.34,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
100524.28,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
60561.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
75815.39,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
71328.02,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
832.11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
125926.18,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
21428.58,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
38899.6764,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
32228.82,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
152569.46,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
12210.01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
44843.7548,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
81285.88,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
29099.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
111681.66,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
164341.96,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
149649.91,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
62487.14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
35194.51,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
27978.08,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
99013.02,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1
14034.51,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
94398.97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
39917.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
70105.8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
34915.353200000005,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
137769.42,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
76138.64,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
92324.91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
117587.26,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
49684.23,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
47844.12,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
64000.8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
47998.71,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
98429.38,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
35911.81,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
200084.9,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
132029.1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
138622.73,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
105274.65,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
250510.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
209993.78,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
77912.67,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
86235.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
144090.19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
147054.85,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
73503.72,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
123316.75,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
81640.69,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1
53999.52,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
28023.68,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
